refArea,Percentage of cases out of national total ,structure,Observation URI,references,Existence of chronic diseases - Hypertension,publisher,Existence of chronic diseases - does not exist,Town,Nb of Covid-19 cases,Existence of chronic diseases - Cardiovascular disease ,dataset,Existence of chronic diseases - Diabetes 
https://dbpedia.org/page/Mount_Lebanon_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bnoueiti,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bnoueiti,13,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Zgharta_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bohayra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Bohayra,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bohwara,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bohwara,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Borj+Aakkar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Borj Aakkar,50,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Marjeyoun_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Borj+El-Moulouk,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Borj El-Moulouk,148,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Borj+El-Yahoudiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Borj El-Yahoudiyeh,5,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Tyre_District,5.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Borj+En-Naqoura,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Borj En-Naqoura,577,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Tyre_District,1.20E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Borj+Rahhal,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Borj Rahhal,1231,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Bint_Jbeil_District,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Borj+qalaouiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Borj qalaouiyeh,290,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Botmeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Botmeh,153,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Marjeyoun_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bouaida,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bouaida,8,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Keserwan_District,1.00E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bouar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bouar,1041,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/ZahlÃ©_District,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bouarej,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bouarej,229,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Byblos_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Boulhos,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Boulhos,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bourj+El+Arab,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bourj El Arab,95,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,1.54E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bourj+El-Brajneh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Bourj El-Brajneh,16251,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,8.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bourj+Hammoud,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Bourj Hammoud,815,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bourjein,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bourjein,430,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Zgharta_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Boussit,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Boussit,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Boustane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Boustane,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Boustane+Heresh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Boustane Heresh,10,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,6.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Boutchay,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Boutchay,634,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Bsharri_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqaa+Kafra,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bqaa Kafra,56,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqaa+Sefrine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bqaa Sefrine,122,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Keserwan_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqaatouta,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bqaatouta,127,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqarsouna,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Bqarsouna,146,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Bsharri_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqerqacha,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bqerqacha,46,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqerzla,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bqerzla,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,1.30E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bqosta,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bqosta,1326,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Nabatieh_Governorate,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Braiqeaa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Braiqeaa,311,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Sidon_District,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bramiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bramiyeh,202,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Bsharri_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Breissat,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Breissat,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Brih,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Brih,308,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1.90E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Brital,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Brital,1992,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,1.00E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Broummana+El-Matn,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Broummana El-Matn,1109,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,1.00E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bsaba+Baabda,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bsaba Baabda,1084,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bsaba+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bsaba Ech-Chouf,212,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,3.00E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bsalim,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Bsalim,3190,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bsalya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bsalya,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/North_Governorate,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bsarma,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bsarma,270,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,5.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bsous,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Bsous,573,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btaaboura,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Btaaboura,110,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btalloun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Btalloun,8,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btater,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Btater,225,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btedaai,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Btedaai,3,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btedine+El-Leqch,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Btedine El-Leqch,11,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bteghrine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bteghrine,73,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btekhnay,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Btekhnay,115,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btermaz,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Btermaz,78,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/North_Governorate,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bterram,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bterram,279,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/North_Governorate,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Btouratij,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Btouratij,402,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,1.70E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Byaqout,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Byaqout,1811,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bzal,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bzal,189,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/North_Governorate,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bziza,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bziza,242,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Keserwan_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Bzoummar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Bzoummar,97,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Tyre_District,7.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chaaitiyeh-Malkiyah,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chaaitiyeh-Malkiyah,752,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Baalbek-Hermel_Governorate,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chaat,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Chaat,451,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chadra,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chadra,148,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Keserwan_District,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chahtoul,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Chahtoul,207,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chamaa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Chamaa,108,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chamate,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chamate,22,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chanay,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chanay,197,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chane,120,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,1.10E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chaouiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Chaouiyeh,1119,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chaqdouf,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chaqdouf,13,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Charbila,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Charbila,54,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Hermel_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Charbine+El-Hermel,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Charbine El-Hermel,110,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,3.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Charoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Charoun,296,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Nabatieh_Governorate,7.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Charqiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Charqiyeh,702,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chartoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Chartoun,42,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
http://dbpedia.org/resource/Hasbaya_District,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chebaa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chebaa,433,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Tyre_District,1.90E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chehabiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chehabiyeh,1986,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/ZahlÃ©_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chehabiyeh+Faour,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chehabiyeh Faour,10,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Tyre_District,4.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chehour,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chehour,470,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Cheikh+Ayash,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Cheikh Ayash,36,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Cheikh+Mohammad,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Cheikh Mohammad,232,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,2.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Cheikh+Taba,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Cheikh Taba,227,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Cheikh+Zennad,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Cheikh Zennad,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Cheikhlar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Cheikhlar,128,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,3.90E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chhim,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chhim,4117,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Batroun_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chibtine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chibtine,54,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Tyre_District,1.00E-02,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chihine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chihine,77,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Byblos_District,0.00E+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chikhane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Chikhane,50,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,1
http://dbpedia.org/resource/Batroun_District,1.80E-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Chikka,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Chikka,1896,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Status-Lebanon-2023,0
